t,x1_initial,x1,u
0.47000000000000003,-21.0,-16.057775408485647,10.74641744067067
0.48,-21.0,-15.953375450342598,10.745757223410017
0.49,-21.0,-15.849021913497591,10.745097006149367
0.5,-21.0,-15.74471209717126,10.744436788888716
0.51,-21.0,-15.640442968250373,10.755427720856702
0.52,-21.0,-15.53621116128784,10.766418652824685
0.53,-21.0,-15.432012978502701,10.77740958479267
0.54,-21.0,-15.32784438978014,10.788400516760657
0.55,-21.0,-15.223701032671464,10.799391448728638
0.56,-21.0,-15.119578212394131,10.810382380696623
0.5700000000000001,-21.0,-15.015470901831723,10.821373312664608
0.58,-21.0,-14.911373741533966,10.832364244632592
0.59,-21.0,-14.807281039716713,10.843355176600577
0.6,-21.0,-14.703186772261965,10.854346108568562
0.61,-21.0,-14.599084582717847,10.829227877568337
0.62,-21.0,-14.494967782298628,10.804109646568115
0.63,-21.0,-14.390829349884708,10.77899141556789
0.64,-21.0,-14.28666193202263,10.753873184567666
0.65,-21.0,-14.182457842925063,10.72875495356744
0.66,-21.0,-14.078209064470819,10.703636722567218
0.67,-21.0,-13.973907246204842,10.678518491566996
0.68,-21.0,-13.86954370533822,10.65340026056677
0.6900000000000001,-21.0,-13.765109426748163,10.628282029566547
0.7000000000000001,-21.0,-13.660595062978029,10.603163798566323
0.71,-21.0,-13.55599093423731,10.635278715601922
0.72,-21.0,-13.451287028401627,10.667393632637522
0.73,-21.0,-13.346473001012743,10.699508549673117
0.74,-21.0,-13.241538175278558,10.731623466708717
0.75,-21.0,-13.136471542073103,10.763738383744316
0.76,-21.0,-13.031261759936548,10.795853300779916
0.77,-21.0,-12.925897155075198,10.827968217815515
0.78,-21.0,-12.820365721361494,10.860083134851115
0.79,-21.0,-12.714655120334015,10.892198051886714
0.8,-21.0,-12.608752681197473,10.924312968922314
0.81,-21.0,-12.50264540082272,10.87903767670312
0.8200000000000001,-21.0,-12.396319943746736,10.83376238448393
0.8300000000000001,-21.0,-12.289762642172647,10.788487092264738
0.84,-21.0,-12.182959495969707,10.743211800045549
0.85,-21.0,-12.07594042724721,10.697936507826357
0.86,-21.0,-11.969349967724947,10.652661215607166
0.87,-21.0,-11.863313085683023,10.607385923387973
0.88,-21.0,-11.757720132764257,10.562110631168782
0.89,-21.0,-11.65247322378639,10.51683533894959
0.9,-21.0,-11.54748623674208,10.4715600467304
0.91,-21.0,-11.442684812798893,10.469407015554815
0.92,-21.0,-11.33800635629932,10.46725398437923
0.93,-21.0,-11.23340003476077,10.465100953203647
0.9400000000000001,-21.0,-11.128826778875563,10.462947922028063
0.9500000000000001,-21.0,-11.02425928251094,10.460794890852478
0.96,-21.0,-10.919682002709058,10.458641859676893
0.97,-21.0,-10.81509115968699,10.456488828501312
0.98,-21.0,-10.710494736836724,10.454335797325728
0.99,-21.0,-10.60591248072517,10.452182766150143
1.0,-21.0,-10.501375901094153,10.450029734974558
0.0,-20.0,-20.0,4.937298044065146
0.01,-20.0,-19.945005243570904,6.0616532417534525
0.02,-20.0,-19.87876693516493,7.186008439441758
0.03,-20.0,-19.801285074782072,8.310363637130065
0.04,-20.0,-19.71255966242233,9.434718834818371
0.05,-20.0,-19.61368706013673,10.559074032506675
0.06,-20.0,-19.513023888781948,11.683429230194982
0.07,-20.0,-19.41230810390835,12.807784427883288
0.08,-20.0,-19.311539573718992,13.932139625571596
0.09,-20.0,-19.21071846141789,15.0564948232599
0.1,-20.0,-19.109845225210016,16.180850020948206
0.11,-20.0,-19.008920618301296,15.298959369509179
0.12,-20.0,-18.907945688898618,14.417068718070153
0.13,-20.0,-18.806921780209816,13.535178066631124
0.14,-20.0,-18.705850530443694,12.653287415192098
0.15,-20.0,-18.60473387281,11.771396763753073
