t,x1_initial,x1,u
0.0,-25.0,-25.0,0.6649396962009183
0.1,-25.0,-24.933506030379906,0.6649396962009183
0.2,-25.0,-24.86699256286396,0.6649396962009183
0.30000000000000004,-25.0,-24.800338749552083,0.6649396962009183
0.4,-25.0,-24.733472924646286,0.6649396962009183
0.5,-25.0,-24.666440912734057,0.6649396962009183
0.6000000000000001,-25.0,-24.599406159116114,0.6649396962009183
0.7000000000000001,-25.0,-24.53264972980642,0.6649396962009183
0.8,-25.0,-24.466570311532166,0.6649396962009183
0.9,-25.0,-24.401684211733794,0.6649396962009183
1.0,-25.0,-24.338625358564975,0.5852847357494232
1.1,-25.0,-24.27814530089262,0.5852847357494232
1.2000000000000002,-25.0,-24.221516544321407,0.5852847357494232
1.3,-25.0,-24.168272970858297,0.5852847357494232
1.4000000000000001,-25.0,-24.116197735597257,0.5852847357494232
1.5,-25.0,-24.06335889908598,0.5852847357494232
1.6,-25.0,-24.00812263466841,0.5852847357494232
1.7000000000000002,-25.0,-23.94915322848473,0.5852847357494232
1.8,-25.0,-23.885413079471363,0.5852847357494232
1.9000000000000001,-25.0,-23.816162699360984,0.5852847357494232
2.0,-25.0,-23.740960712682508,1.0
2.1,-25.0,-23.659663856761092,1.0
2.2,-25.0,-23.572426981718138,1.0
2.3000000000000003,-25.0,-23.47970305047129,1.0
2.4000000000000004,-25.0,-23.38224313873444,1.0
2.5,-25.0,-23.281096435017723,1.0
2.6,-25.0,-23.17761024062751,1.0
2.7,-25.0,-23.07342996966642,1.0
2.8000000000000003,-25.0,-22.97049914903332,1.0
2.9000000000000004,-25.0,-22.87016877669813,1.0
3.0,-25.0,-22.770168776698128,1.0
3.1,-25.0,-22.67016877669813,1.0
3.2,-25.0,-22.57016877669813,1.0
3.3000000000000003,-25.0,-22.47016877669813,1.0
3.4000000000000004,-25.0,-22.37016877669813,1.0
3.5,-25.0,-22.270168776698128,1.0
3.6,-25.0,-22.17016877669813,1.0
3.7,-25.0,-22.07016877669813,1.0
3.8000000000000003,-25.0,-21.970168776698127,1.0
3.9000000000000004,-25.0,-21.87016877669813,1.0
4.0,-25.0,-21.770168776698128,0.7542004500125481
4.1000000000000005,-25.0,-21.67016877669813,0.7542004500125481
4.2,-25.0,-21.57016877669813,0.7542004500125481
4.3,-25.0,-21.47016877669813,0.7542004500125481
4.4,-25.0,-21.37016877669813,0.7542004500125481
4.5,-25.0,-21.270168776698128,0.7542004500125481
4.6000000000000005,-25.0,-21.170168776698127,0.7542004500125481
4.7,-25.0,-21.07016877669813,0.7542004500125481
4.800000000000001,-25.0,-20.970168776698127,0.7542004500125481
4.9,-25.0,-20.87016877669813,0.7542004500125481
5.0,-25.0,-20.770168776698128,1.0
5.1000000000000005,-25.0,-20.67016877669813,1.0
5.2,-25.0,-20.57016877669813,1.0
5.300000000000001,-25.0,-20.470168776698127,1.0
5.4,-25.0,-20.37016877669813,1.0
5.5,-25.0,-20.270168776698128,1.0
5.6000000000000005,-25.0,-20.170200948676616,1.0
5.7,-25.0,-20.070418354003127,1.0
5.800000000000001,-25.0,-19.970834989070557,1.0
5.9,-25.0,-19.871444063302523,1.0
6.0,-25.0,-19.772238854386767,0.9974813825035331
6.1000000000000005,-25.0,-19.673212708275138,0.9974813825035331
6.2,-25.0,-19.57435903918361,0.9974813825035331
6.300000000000001,-25.0,-19.475671329592267,0.9974813825035331
6.4,-25.0,-19.37714313024532,0.9974813825035331
6.5,-25.0,-19.278768060151087,0.9974813825035331
6.6000000000000005,-25.0,-19.18053980658201,0.9974813825035331
6.7,-25.0,-19.082452125074653,0.9974813825035331
6.800000000000001,-25.0,-18.98449883942968,0.9974813825035331
6.9,-25.0,-18.886673841711893,0.9974813825035331
7.0,-25.0,-18.7889710922502,0.35953956209807586
7.1000000000000005,-25.0,-18.691384619637624,0.35953956209807586
7.2,-25.0,-18.593908520731315,0.35953956209807586
7.300000000000001,-25.0,-18.496536960652534,0.35953956209807586
7.4,-25.0,-18.39926417278666,0.35953956209807586
